source_persona_id,target_persona_id,relation_type,confidence_weight
P-6bef2b6826b9,P-279f479df5b0,SHARED_PGP_AND_WALLET,0.98
P-88fc88198b82,P-ec8ce7ec3086,SHARED_PGP_AND_WALLET,0.98
P-88fc88198b82,P-279f479df5b0,SHARED_PGP_AND_WALLET,0.98
P-ec8ce7ec3086,P-279f479df5b0,SHARED_PGP_AND_WALLET,0.98
P-9d04bc67970c,P-513ee079e079,SHARED_PGP_AND_WALLET,0.98
P-9d04bc67970c,P-6eff5b4a6159,SHARED_PGP_AND_WALLET,0.98
P-9d04bc67970c,P-0ebd520f23c5,SHARED_PGP_AND_WALLET,0.98
P-513ee079e079,P-6eff5b4a6159,SHARED_PGP_AND_WALLET,0.98
P-513ee079e079,P-0ebd520f23c5,SHARED_PGP_AND_WALLET,0.98
P-6eff5b4a6159,P-0ebd520f23c5,SHARED_PGP_AND_WALLET,0.98
P-b7a65d984e97,P-f1a0898ba980,SHARED_PGP_AND_WALLET,0.98
P-b7a65d984e97,P-b37a63860799,SHARED_PGP_AND_WALLET,0.98
P-b7a65d984e97,P-573cacd7b90c,SHARED_PGP_AND_WALLET,0.98
P-b7a65d984e97,P-51f7171ec76e,SHARED_PGP_AND_WALLET,0.98
P-f1a0898ba980,P-b37a63860799,SHARED_PGP_AND_WALLET,0.98
P-f1a0898ba980,P-573cacd7b90c,SHARED_PGP_AND_WALLET,0.98
P-f1a0898ba980,P-51f7171ec76e,SHARED_PGP_AND_WALLET,0.98
P-b37a63860799,P-573cacd7b90c,SHARED_PGP_AND_WALLET,0.98
P-b37a63860799,P-51f7171ec76e,SHARED_PGP_AND_WALLET,0.98
P-573cacd7b90c,P-51f7171ec76e,SHARED_PGP_AND_WALLET,0.98
P-4d43a2dc43fd,P-03d201ef17a6,SHARED_PGP_AND_WALLET,0.98
P-4d43a2dc43fd,P-b52e25a4a91c,SHARED_PGP_AND_WALLET,0.98
P-03d201ef17a6,P-b52e25a4a91c,SHARED_PGP_AND_WALLET,0.98
P-20d3ff3ec3ff,P-ba5df36fef61,SHARED_PGP_AND_WALLET,0.98
P-20d3ff3ec3ff,P-c8feef545bac,SHARED_PGP_AND_WALLET,0.98
P-20d3ff3ec3ff,P-6a66b80a82e3,SHARED_PGP_AND_WALLET,0.98
P-20d3ff3ec3ff,P-76c3739ac2f6,SHARED_PGP_AND_WALLET,0.98
P-ba5df36fef61,P-c8feef545bac,SHARED_PGP_AND_WALLET,0.98
P-ba5df36fef61,P-6a66b80a82e3,SHARED_PGP_AND_WALLET,0.98
P-ba5df36fef61,P-76c3739ac2f6,SHARED_PGP_AND_WALLET,0.98
P-c8feef545bac,P-6a66b80a82e3,SHARED_PGP_AND_WALLET,0.98
P-c8feef545bac,P-76c3739ac2f6,SHARED_PGP_AND_WALLET,0.98
P-6a66b80a82e3,P-76c3739ac2f6,SHARED_PGP_AND_WALLET,0.98
P-018e1276f5ae,P-e951d4e289d9,SHARED_PGP_AND_WALLET,0.98
P-018e1276f5ae,P-58afc48f5e15,SHARED_PGP_AND_WALLET,0.98
P-018e1276f5ae,P-c15940494fb1,SHARED_PGP_AND_WALLET,0.98
P-e951d4e289d9,P-58afc48f5e15,SHARED_PGP_AND_WALLET,0.98
P-e951d4e289d9,P-c15940494fb1,SHARED_PGP_AND_WALLET,0.98
P-58afc48f5e15,P-c15940494fb1,SHARED_PGP_AND_WALLET,0.98
P-40fb11d3e81a,P-69cee843052c,SHARED_PGP_AND_WALLET,0.98
P-40fb11d3e81a,P-3dbcff114b2f,SHARED_PGP_AND_WALLET,0.98
P-40fb11d3e81a,P-8da05885e783,SHARED_PGP_AND_WALLET,0.98
P-69cee843052c,P-3dbcff114b2f,SHARED_PGP_AND_WALLET,0.98
P-69cee843052c,P-8da05885e783,SHARED_PGP_AND_WALLET,0.98
P-3dbcff114b2f,P-8da05885e783,SHARED_PGP_AND_WALLET,0.98
P-03c16a2c7b32,P-3d8506b1b461,SHARED_PGP_AND_WALLET,0.98
P-03c16a2c7b32,P-9f0d9b796e2b,SHARED_PGP_AND_WALLET,0.98
P-3d8506b1b461,P-9f0d9b796e2b,SHARED_PGP_AND_WALLET,0.98
P-1dc81723ee1b,P-48ce7fd22a25,SHARED_PGP_AND_WALLET,0.98
P-1dc81723ee1b,P-86c29b84c33a,SHARED_PGP_AND_WALLET,0.98
P-48ce7fd22a25,P-86c29b84c33a,SHARED_PGP_AND_WALLET,0.98
P-311a335d6237,P-f684ca1fa1b4,SHARED_PGP_AND_WALLET,0.98
P-311a335d6237,P-ffb7f14ca1c4,SHARED_PGP_AND_WALLET,0.98
P-f684ca1fa1b4,P-ffb7f14ca1c4,SHARED_PGP_AND_WALLET,0.98
P-9953c7829f54,P-da2ea1de2db3,SHARED_PGP_AND_WALLET,0.98
P-9953c7829f54,P-f34e9aeec3dd,SHARED_PGP_AND_WALLET,0.98
P-da2ea1de2db3,P-f34e9aeec3dd,SHARED_PGP_AND_WALLET,0.98
P-e7eebe8cbdf6,P-851b5364c41c,SHARED_PGP_AND_WALLET,0.98
P-e7eebe8cbdf6,P-be63c03f8e82,SHARED_PGP_AND_WALLET,0.98
P-e7eebe8cbdf6,P-61d58c87c435,SHARED_PGP_AND_WALLET,0.98
P-e7eebe8cbdf6,P-7e75752c98dd,SHARED_PGP_AND_WALLET,0.98
P-851b5364c41c,P-be63c03f8e82,SHARED_PGP_AND_WALLET,0.98
P-851b5364c41c,P-61d58c87c435,SHARED_PGP_AND_WALLET,0.98
P-851b5364c41c,P-7e75752c98dd,SHARED_PGP_AND_WALLET,0.98
P-be63c03f8e82,P-61d58c87c435,SHARED_PGP_AND_WALLET,0.98
P-be63c03f8e82,P-7e75752c98dd,SHARED_PGP_AND_WALLET,0.98
P-61d58c87c435,P-7e75752c98dd,SHARED_PGP_AND_WALLET,0.98
P-42bd14476881,P-d10b293aabdc,SHARED_PGP_AND_WALLET,0.98
P-42bd14476881,P-753daf951164,SHARED_PGP_AND_WALLET,0.98
P-d10b293aabdc,P-753daf951164,SHARED_PGP_AND_WALLET,0.98
P-99cb707264dc,P-b22b526cf75b,SHARED_PGP_AND_WALLET,0.98
P-99cb707264dc,P-c8549328be6c,SHARED_PGP_AND_WALLET,0.98
P-99cb707264dc,P-7039a45a82d1,SHARED_PGP_AND_WALLET,0.98
P-b22b526cf75b,P-c8549328be6c,SHARED_PGP_AND_WALLET,0.98
P-b22b526cf75b,P-7039a45a82d1,SHARED_PGP_AND_WALLET,0.98
P-c8549328be6c,P-7039a45a82d1,SHARED_PGP_AND_WALLET,0.98
P-7a804facb29c,P-40ec467940f6,SHARED_PGP_AND_WALLET,0.98
P-7a804facb29c,P-6c290ea1c5fe,SHARED_PGP_AND_WALLET,0.98
P-7a804facb29c,P-2e856c839c73,SHARED_PGP_AND_WALLET,0.98
P-7a804facb29c,P-2f9d67f4f85c,SHARED_PGP_AND_WALLET,0.98
P-40ec467940f6,P-6c290ea1c5fe,SHARED_PGP_AND_WALLET,0.98
P-40ec467940f6,P-2e856c839c73,SHARED_PGP_AND_WALLET,0.98
P-40ec467940f6,P-2f9d67f4f85c,SHARED_PGP_AND_WALLET,0.98
P-6c290ea1c5fe,P-2e856c839c73,SHARED_PGP_AND_WALLET,0.98
P-6c290ea1c5fe,P-2f9d67f4f85c,SHARED_PGP_AND_WALLET,0.98
P-2e856c839c73,P-2f9d67f4f85c,SHARED_PGP_AND_WALLET,0.98
P-78986ad251ea,P-338a8ce7110f,SHARED_PGP_AND_WALLET,0.98
P-78986ad251ea,P-c1cc7239fe2f,SHARED_PGP_AND_WALLET,0.98
P-338a8ce7110f,P-c1cc7239fe2f,SHARED_PGP_AND_WALLET,0.98
P-c9946414ac3b,P-383974e7e56c,SHARED_PGP_AND_WALLET,0.98
P-c9946414ac3b,P-9c906ef7beb9,SHARED_PGP_AND_WALLET,0.98
P-c9946414ac3b,P-f6d6dab55aa2,SHARED_PGP_AND_WALLET,0.98
P-383974e7e56c,P-9c906ef7beb9,SHARED_PGP_AND_WALLET,0.98
P-383974e7e56c,P-f6d6dab55aa2,SHARED_PGP_AND_WALLET,0.98
P-9c906ef7beb9,P-f6d6dab55aa2,SHARED_PGP_AND_WALLET,0.98
P-e24617a15443,P-154104180f82,SHARED_PGP_AND_WALLET,0.98
P-e24617a15443,P-2f2aadf92eaa,SHARED_PGP_AND_WALLET,0.98
P-e24617a15443,P-1da463ed6dd0,SHARED_PGP_AND_WALLET,0.98
P-e24617a15443,P-ba49c20b3a29,SHARED_PGP_AND_WALLET,0.98
P-154104180f82,P-2f2aadf92eaa,SHARED_PGP_AND_WALLET,0.98
P-154104180f82,P-1da463ed6dd0,SHARED_PGP_AND_WALLET,0.98
P-154104180f82,P-ba49c20b3a29,SHARED_PGP_AND_WALLET,0.98
P-2f2aadf92eaa,P-1da463ed6dd0,SHARED_PGP_AND_WALLET,0.98
P-2f2aadf92eaa,P-ba49c20b3a29,SHARED_PGP_AND_WALLET,0.98
P-1da463ed6dd0,P-ba49c20b3a29,SHARED_PGP_AND_WALLET,0.98
P-3e6baf8fd7eb,P-f7a67cc5fd84,SHARED_PGP_AND_WALLET,0.98
P-3e6baf8fd7eb,P-9b134fc003b9,SHARED_PGP_AND_WALLET,0.98
P-f7a67cc5fd84,P-9b134fc003b9,SHARED_PGP_AND_WALLET,0.98
P-496c1d678639,P-d46151caae4f,SHARED_PGP_AND_WALLET,0.98
P-496c1d678639,P-b8f7995cb8fd,SHARED_PGP_AND_WALLET,0.98
P-d46151caae4f,P-b8f7995cb8fd,SHARED_PGP_AND_WALLET,0.98
P-c5b92d73617a,P-7be688dc47f2,SHARED_PGP_AND_WALLET,0.98
P-c5b92d73617a,P-226518205682,SHARED_PGP_AND_WALLET,0.98
P-7be688dc47f2,P-226518205682,SHARED_PGP_AND_WALLET,0.98
P-5784ec25ab83,P-29fcb47a677d,SHARED_PGP_AND_WALLET,0.98
P-5784ec25ab83,P-be04d024f314,SHARED_PGP_AND_WALLET,0.98
P-5784ec25ab83,P-809eaafdaaab,SHARED_PGP_AND_WALLET,0.98
P-29fcb47a677d,P-be04d024f314,SHARED_PGP_AND_WALLET,0.98
P-29fcb47a677d,P-809eaafdaaab,SHARED_PGP_AND_WALLET,0.98
P-be04d024f314,P-809eaafdaaab,SHARED_PGP_AND_WALLET,0.98
P-ab18390023da,P-703e7dc033c7,SHARED_PGP_AND_WALLET,0.98
P-ab18390023da,P-84f3e14e5db4,SHARED_PGP_AND_WALLET,0.98
P-ab18390023da,P-3f34d8e5a89b,SHARED_PGP_AND_WALLET,0.98
P-ab18390023da,P-45e887cbb659,SHARED_PGP_AND_WALLET,0.98
P-703e7dc033c7,P-84f3e14e5db4,SHARED_PGP_AND_WALLET,0.98
P-703e7dc033c7,P-3f34d8e5a89b,SHARED_PGP_AND_WALLET,0.98
P-703e7dc033c7,P-45e887cbb659,SHARED_PGP_AND_WALLET,0.98
P-84f3e14e5db4,P-3f34d8e5a89b,SHARED_PGP_AND_WALLET,0.98
P-84f3e14e5db4,P-45e887cbb659,SHARED_PGP_AND_WALLET,0.98
P-3f34d8e5a89b,P-45e887cbb659,SHARED_PGP_AND_WALLET,0.98
P-53b0c1fce1db,P-8dd323150b52,SHARED_PGP_AND_WALLET,0.98
P-53b0c1fce1db,P-081c44aa6d3c,SHARED_PGP_AND_WALLET,0.98
P-53b0c1fce1db,P-db09903e849f,SHARED_PGP_AND_WALLET,0.98
P-53b0c1fce1db,P-0ba929400314,SHARED_PGP_AND_WALLET,0.98
P-8dd323150b52,P-081c44aa6d3c,SHARED_PGP_AND_WALLET,0.98
P-8dd323150b52,P-db09903e849f,SHARED_PGP_AND_WALLET,0.98
P-8dd323150b52,P-0ba929400314,SHARED_PGP_AND_WALLET,0.98
P-081c44aa6d3c,P-db09903e849f,SHARED_PGP_AND_WALLET,0.98
P-081c44aa6d3c,P-0ba929400314,SHARED_PGP_AND_WALLET,0.98
P-db09903e849f,P-0ba929400314,SHARED_PGP_AND_WALLET,0.98
P-e17bee2b684a,P-4072d5c5f0f5,SHARED_PGP_AND_WALLET,0.98
P-e17bee2b684a,P-4d0db28c6990,SHARED_PGP_AND_WALLET,0.98
P-e17bee2b684a,P-5a53f5879484,SHARED_PGP_AND_WALLET,0.98
P-e17bee2b684a,P-0f7584648ded,SHARED_PGP_AND_WALLET,0.98
P-4072d5c5f0f5,P-4d0db28c6990,SHARED_PGP_AND_WALLET,0.98
P-4072d5c5f0f5,P-5a53f5879484,SHARED_PGP_AND_WALLET,0.98
P-4072d5c5f0f5,P-0f7584648ded,SHARED_PGP_AND_WALLET,0.98
P-4d0db28c6990,P-5a53f5879484,SHARED_PGP_AND_WALLET,0.98
P-4d0db28c6990,P-0f7584648ded,SHARED_PGP_AND_WALLET,0.98
P-5a53f5879484,P-0f7584648ded,SHARED_PGP_AND_WALLET,0.98
P-958430b49b45,P-73cbffdb2061,SHARED_PGP_AND_WALLET,0.98
P-958430b49b45,P-99c5c0e59ab0,SHARED_PGP_AND_WALLET,0.98
P-73cbffdb2061,P-99c5c0e59ab0,SHARED_PGP_AND_WALLET,0.98
P-974ed3db2e5c,P-3b51371e9c88,SHARED_PGP_AND_WALLET,0.98
P-974ed3db2e5c,P-8b35ad48567f,SHARED_PGP_AND_WALLET,0.98
P-3b51371e9c88,P-8b35ad48567f,SHARED_PGP_AND_WALLET,0.98
P-cea9a9e9833d,P-9298b554f600,SHARED_PGP_AND_WALLET,0.98
P-cea9a9e9833d,P-e8852e4453b0,SHARED_PGP_AND_WALLET,0.98
P-9298b554f600,P-e8852e4453b0,SHARED_PGP_AND_WALLET,0.98
P-42dbabb6aa0b,P-1bd4b7d286cd,SHARED_PGP_AND_WALLET,0.98
P-42dbabb6aa0b,P-1b2c5cfacd8d,SHARED_PGP_AND_WALLET,0.98
P-1bd4b7d286cd,P-1b2c5cfacd8d,SHARED_PGP_AND_WALLET,0.98
P-51e91931267c,P-b43516d949e2,SHARED_PGP_AND_WALLET,0.98
P-51e91931267c,P-04bd85be0c55,SHARED_PGP_AND_WALLET,0.98
P-51e91931267c,P-ddde5ee4f5f4,SHARED_PGP_AND_WALLET,0.98
P-b43516d949e2,P-04bd85be0c55,SHARED_PGP_AND_WALLET,0.98
P-b43516d949e2,P-ddde5ee4f5f4,SHARED_PGP_AND_WALLET,0.98
P-04bd85be0c55,P-ddde5ee4f5f4,SHARED_PGP_AND_WALLET,0.98
P-bdf8ca8518b3,P-0986aaee75a2,SHARED_PGP_AND_WALLET,0.98
P-bdf8ca8518b3,P-8cb49d7b0029,SHARED_PGP_AND_WALLET,0.98
P-bdf8ca8518b3,P-74889886d5d6,SHARED_PGP_AND_WALLET,0.98
P-0986aaee75a2,P-8cb49d7b0029,SHARED_PGP_AND_WALLET,0.98
P-0986aaee75a2,P-74889886d5d6,SHARED_PGP_AND_WALLET,0.98
P-8cb49d7b0029,P-74889886d5d6,SHARED_PGP_AND_WALLET,0.98
P-9c4e5093447a,P-58634a625eb4,SHARED_PGP_AND_WALLET,0.98
P-9c4e5093447a,P-c8cfb87073d8,SHARED_PGP_AND_WALLET,0.98
P-58634a625eb4,P-c8cfb87073d8,SHARED_PGP_AND_WALLET,0.98
P-b138a37669c1,P-8599ab339836,SHARED_PGP_AND_WALLET,0.98
P-b138a37669c1,P-24f86cf5cbc3,SHARED_PGP_AND_WALLET,0.98
P-8599ab339836,P-24f86cf5cbc3,SHARED_PGP_AND_WALLET,0.98
P-ce1c08e3c50d,P-e68f4260870d,SHARED_PGP_AND_WALLET,0.98
P-ce1c08e3c50d,P-53bd6a6d6a6f,SHARED_PGP_AND_WALLET,0.98
P-e68f4260870d,P-53bd6a6d6a6f,SHARED_PGP_AND_WALLET,0.98
P-3625d225b50a,P-a518194b4568,SHARED_PGP_AND_WALLET,0.98
P-3625d225b50a,P-8220033e1200,SHARED_PGP_AND_WALLET,0.98
P-3625d225b50a,P-44c28923d660,SHARED_PGP_AND_WALLET,0.98
P-3625d225b50a,P-0c0f8aed9343,SHARED_PGP_AND_WALLET,0.98
P-a518194b4568,P-8220033e1200,SHARED_PGP_AND_WALLET,0.98
P-a518194b4568,P-44c28923d660,SHARED_PGP_AND_WALLET,0.98
P-a518194b4568,P-0c0f8aed9343,SHARED_PGP_AND_WALLET,0.98
P-8220033e1200,P-44c28923d660,SHARED_PGP_AND_WALLET,0.98
P-8220033e1200,P-0c0f8aed9343,SHARED_PGP_AND_WALLET,0.98
P-44c28923d660,P-0c0f8aed9343,SHARED_PGP_AND_WALLET,0.98
P-8a9077678422,P-be3abd34a599,SHARED_PGP_AND_WALLET,0.98
P-8a9077678422,P-960dc3972137,SHARED_PGP_AND_WALLET,0.98
P-be3abd34a599,P-960dc3972137,SHARED_PGP_AND_WALLET,0.98
P-cff8ab29343e,P-278f4e708ac1,SHARED_PGP_AND_WALLET,0.98
P-cff8ab29343e,P-146e9aa040f2,SHARED_PGP_AND_WALLET,0.98
P-278f4e708ac1,P-146e9aa040f2,SHARED_PGP_AND_WALLET,0.98
P-f3a0d2bccc65,P-eecd8ca35aaf,SHARED_PGP_AND_WALLET,0.98
P-f3a0d2bccc65,P-98e8e2021dae,SHARED_PGP_AND_WALLET,0.98
P-f3a0d2bccc65,P-2a655f17687a,SHARED_PGP_AND_WALLET,0.98
P-f3a0d2bccc65,P-3aa85b2d433b,SHARED_PGP_AND_WALLET,0.98
P-eecd8ca35aaf,P-98e8e2021dae,SHARED_PGP_AND_WALLET,0.98
P-eecd8ca35aaf,P-2a655f17687a,SHARED_PGP_AND_WALLET,0.98
P-eecd8ca35aaf,P-3aa85b2d433b,SHARED_PGP_AND_WALLET,0.98
P-98e8e2021dae,P-2a655f17687a,SHARED_PGP_AND_WALLET,0.98
P-98e8e2021dae,P-3aa85b2d433b,SHARED_PGP_AND_WALLET,0.98
P-2a655f17687a,P-3aa85b2d433b,SHARED_PGP_AND_WALLET,0.98
P-c96a4d71a266,P-7a314a7c5bab,SHARED_PGP_AND_WALLET,0.98
P-c96a4d71a266,P-2c463f369f32,SHARED_PGP_AND_WALLET,0.98
P-c96a4d71a266,P-cc0c53176778,SHARED_PGP_AND_WALLET,0.98
P-c96a4d71a266,P-c7f9bea3bd1a,SHARED_PGP_AND_WALLET,0.98
P-7a314a7c5bab,P-2c463f369f32,SHARED_PGP_AND_WALLET,0.98
P-7a314a7c5bab,P-cc0c53176778,SHARED_PGP_AND_WALLET,0.98
P-7a314a7c5bab,P-c7f9bea3bd1a,SHARED_PGP_AND_WALLET,0.98
P-2c463f369f32,P-cc0c53176778,SHARED_PGP_AND_WALLET,0.98
P-2c463f369f32,P-c7f9bea3bd1a,SHARED_PGP_AND_WALLET,0.98
P-cc0c53176778,P-c7f9bea3bd1a,SHARED_PGP_AND_WALLET,0.98
P-29949387279b,P-e722f7bec529,SHARED_PGP_AND_WALLET,0.98
P-29949387279b,P-2345db902e03,SHARED_PGP_AND_WALLET,0.98
P-29949387279b,P-93ce8db8d041,SHARED_PGP_AND_WALLET,0.98
P-e722f7bec529,P-2345db902e03,SHARED_PGP_AND_WALLET,0.98
P-e722f7bec529,P-93ce8db8d041,SHARED_PGP_AND_WALLET,0.98
P-2345db902e03,P-93ce8db8d041,SHARED_PGP_AND_WALLET,0.98
P-6df649282ec8,P-58b661e464c8,SHARED_PGP_AND_WALLET,0.98
P-6df649282ec8,P-b8caaaa63d98,SHARED_PGP_AND_WALLET,0.98
P-58b661e464c8,P-b8caaaa63d98,SHARED_PGP_AND_WALLET,0.98
P-d630f02d298d,P-d302b62a577b,SHARED_PGP_AND_WALLET,0.98
P-d630f02d298d,P-207b5e74d7f7,SHARED_PGP_AND_WALLET,0.98
P-d630f02d298d,P-631047a93197,SHARED_PGP_AND_WALLET,0.98
P-d630f02d298d,P-0952790149e2,SHARED_PGP_AND_WALLET,0.98
P-d302b62a577b,P-207b5e74d7f7,SHARED_PGP_AND_WALLET,0.98
P-d302b62a577b,P-631047a93197,SHARED_PGP_AND_WALLET,0.98
P-d302b62a577b,P-0952790149e2,SHARED_PGP_AND_WALLET,0.98
P-207b5e74d7f7,P-631047a93197,SHARED_PGP_AND_WALLET,0.98
P-207b5e74d7f7,P-0952790149e2,SHARED_PGP_AND_WALLET,0.98
P-631047a93197,P-0952790149e2,SHARED_PGP_AND_WALLET,0.98
P-8fca176b7773,P-12e94aa3d406,SHARED_PGP_AND_WALLET,0.98
P-8fca176b7773,P-4c2f62efd775,SHARED_PGP_AND_WALLET,0.98
P-12e94aa3d406,P-4c2f62efd775,SHARED_PGP_AND_WALLET,0.98
P-dd71c1d6159f,P-072f2072e1d0,SHARED_PGP_AND_WALLET,0.98
P-dd71c1d6159f,P-dfed8d66af5d,SHARED_PGP_AND_WALLET,0.98
P-dd71c1d6159f,P-4df497db07e2,SHARED_PGP_AND_WALLET,0.98
P-dd71c1d6159f,P-8a9cf2d35cdd,SHARED_PGP_AND_WALLET,0.98
P-072f2072e1d0,P-dfed8d66af5d,SHARED_PGP_AND_WALLET,0.98
P-072f2072e1d0,P-4df497db07e2,SHARED_PGP_AND_WALLET,0.98
P-072f2072e1d0,P-8a9cf2d35cdd,SHARED_PGP_AND_WALLET,0.98
P-dfed8d66af5d,P-4df497db07e2,SHARED_PGP_AND_WALLET,0.98
P-dfed8d66af5d,P-8a9cf2d35cdd,SHARED_PGP_AND_WALLET,0.98
P-4df497db07e2,P-8a9cf2d35cdd,SHARED_PGP_AND_WALLET,0.98
P-a403d7eb81d0,P-23a6b01cfecb,SHARED_PGP_AND_WALLET,0.98
P-a403d7eb81d0,P-e96ab61d627b,SHARED_PGP_AND_WALLET,0.98
P-23a6b01cfecb,P-e96ab61d627b,SHARED_PGP_AND_WALLET,0.98
P-b83f04682a60,P-3a09b95498e1,SHARED_PGP_AND_WALLET,0.98
P-b83f04682a60,P-603bc5f78a87,SHARED_PGP_AND_WALLET,0.98
P-3a09b95498e1,P-603bc5f78a87,SHARED_PGP_AND_WALLET,0.98
P-ddc5e6ca627b,P-a2d5f4d38cb5,SHARED_PGP_AND_WALLET,0.98
P-ddc5e6ca627b,P-b81bc9ba0bbb,SHARED_PGP_AND_WALLET,0.98
P-ddc5e6ca627b,P-f5c665fa5e74,SHARED_PGP_AND_WALLET,0.98
P-ddc5e6ca627b,P-404f86b96af3,SHARED_PGP_AND_WALLET,0.98
P-a2d5f4d38cb5,P-b81bc9ba0bbb,SHARED_PGP_AND_WALLET,0.98
P-a2d5f4d38cb5,P-f5c665fa5e74,SHARED_PGP_AND_WALLET,0.98
P-a2d5f4d38cb5,P-404f86b96af3,SHARED_PGP_AND_WALLET,0.98
P-b81bc9ba0bbb,P-f5c665fa5e74,SHARED_PGP_AND_WALLET,0.98
P-b81bc9ba0bbb,P-404f86b96af3,SHARED_PGP_AND_WALLET,0.98
P-f5c665fa5e74,P-404f86b96af3,SHARED_PGP_AND_WALLET,0.98
P-66269a472c5a,P-5f38f71edf1d,SHARED_PGP_AND_WALLET,0.98
P-66269a472c5a,P-ea7dea107fc8,SHARED_PGP_AND_WALLET,0.98
P-5f38f71edf1d,P-ea7dea107fc8,SHARED_PGP_AND_WALLET,0.98
P-823e2ed2726a,P-9c349940011c,SHARED_PGP_AND_WALLET,0.98
P-823e2ed2726a,P-234ad182695b,SHARED_PGP_AND_WALLET,0.98
P-823e2ed2726a,P-deb451f04838,SHARED_PGP_AND_WALLET,0.98
P-9c349940011c,P-234ad182695b,SHARED_PGP_AND_WALLET,0.98
P-9c349940011c,P-deb451f04838,SHARED_PGP_AND_WALLET,0.98
P-234ad182695b,P-deb451f04838,SHARED_PGP_AND_WALLET,0.98
P-be1d0f3206d0,P-fb2b0a074b0c,SHARED_PGP_AND_WALLET,0.98
P-be1d0f3206d0,P-55237ab76c0f,SHARED_PGP_AND_WALLET,0.98
P-fb2b0a074b0c,P-55237ab76c0f,SHARED_PGP_AND_WALLET,0.98
P-d2b21a98e0f3,P-f91b23718ddd,SHARED_PGP_AND_WALLET,0.98
P-d2b21a98e0f3,P-6c7f34e5e43c,SHARED_PGP_AND_WALLET,0.98
P-f91b23718ddd,P-6c7f34e5e43c,SHARED_PGP_AND_WALLET,0.98
P-d44fe048fdbc,P-8aaf2639fb58,SHARED_PGP_AND_WALLET,0.98
P-d44fe048fdbc,P-252c3108d285,SHARED_PGP_AND_WALLET,0.98
P-d44fe048fdbc,P-f32b85be3ff9,SHARED_PGP_AND_WALLET,0.98
P-8aaf2639fb58,P-252c3108d285,SHARED_PGP_AND_WALLET,0.98
P-8aaf2639fb58,P-f32b85be3ff9,SHARED_PGP_AND_WALLET,0.98
P-252c3108d285,P-f32b85be3ff9,SHARED_PGP_AND_WALLET,0.98
P-d44149b13aa1,P-fefe2d1efaf0,SHARED_PGP_AND_WALLET,0.98
P-d44149b13aa1,P-4a5bc5094dd0,SHARED_PGP_AND_WALLET,0.98
P-fefe2d1efaf0,P-4a5bc5094dd0,SHARED_PGP_AND_WALLET,0.98
P-75f4c7fa286c,P-02ba1f24c071,SHARED_PGP_AND_WALLET,0.98
P-75f4c7fa286c,P-c155f1b1e189,SHARED_PGP_AND_WALLET,0.98
P-02ba1f24c071,P-c155f1b1e189,SHARED_PGP_AND_WALLET,0.98
P-1a652f7767ad,P-00ac1df64404,SHARED_PGP_AND_WALLET,0.98
P-1a652f7767ad,P-fd0b4daf6579,SHARED_PGP_AND_WALLET,0.98
P-1a652f7767ad,P-b0bd96e71aa5,SHARED_PGP_AND_WALLET,0.98
P-1a652f7767ad,P-c83ca98e9c0b,SHARED_PGP_AND_WALLET,0.98
P-00ac1df64404,P-fd0b4daf6579,SHARED_PGP_AND_WALLET,0.98
P-00ac1df64404,P-b0bd96e71aa5,SHARED_PGP_AND_WALLET,0.98
P-00ac1df64404,P-c83ca98e9c0b,SHARED_PGP_AND_WALLET,0.98
P-fd0b4daf6579,P-b0bd96e71aa5,SHARED_PGP_AND_WALLET,0.98
P-fd0b4daf6579,P-c83ca98e9c0b,SHARED_PGP_AND_WALLET,0.98
P-b0bd96e71aa5,P-c83ca98e9c0b,SHARED_PGP_AND_WALLET,0.98
P-a9cf3a1827dc,P-37a96872db72,SHARED_PGP_AND_WALLET,0.98
P-a9cf3a1827dc,P-d54d9d18304b,SHARED_PGP_AND_WALLET,0.98
P-37a96872db72,P-d54d9d18304b,SHARED_PGP_AND_WALLET,0.98
P-c249a4c2e54e,P-315c492f5639,SHARED_PGP_AND_WALLET,0.98
P-c249a4c2e54e,P-852904ddb550,SHARED_PGP_AND_WALLET,0.98
P-315c492f5639,P-852904ddb550,SHARED_PGP_AND_WALLET,0.98
P-16469cffce12,P-1f4ed952d2f2,SHARED_PGP_AND_WALLET,0.98
P-16469cffce12,P-fa49883e4220,SHARED_PGP_AND_WALLET,0.98
P-16469cffce12,P-ce874f909ad9,SHARED_PGP_AND_WALLET,0.98
P-1f4ed952d2f2,P-fa49883e4220,SHARED_PGP_AND_WALLET,0.98
P-1f4ed952d2f2,P-ce874f909ad9,SHARED_PGP_AND_WALLET,0.98
P-fa49883e4220,P-ce874f909ad9,SHARED_PGP_AND_WALLET,0.98
P-0d731163e965,P-2fe980c27ab3,SHARED_PGP_AND_WALLET,0.98
P-0d731163e965,P-d8bcdf79f1b4,SHARED_PGP_AND_WALLET,0.98
P-0d731163e965,P-5fc5fb181f5f,SHARED_PGP_AND_WALLET,0.98
P-2fe980c27ab3,P-d8bcdf79f1b4,SHARED_PGP_AND_WALLET,0.98
P-2fe980c27ab3,P-5fc5fb181f5f,SHARED_PGP_AND_WALLET,0.98
P-d8bcdf79f1b4,P-5fc5fb181f5f,SHARED_PGP_AND_WALLET,0.98
P-6e7bed876b3c,P-02d64b1fc01f,SHARED_PGP_AND_WALLET,0.98
